name	type	units
Fp1	EEG	microV/24
C3	EEG	microV/24
Fp2	EEG	microV/24
C4	EEG	microV/24
Fz	EEG	microV/24
Cz	EEG	microV/24
O1	EEG	microV/24
O2	EEG	microV/24
F7	EEG	microV/24
F8	EEG	microV/24
F3	EEG	microV/24
F4	EEG	microV/24
T7	EEG	microV/24
T8	EEG	microV/24
P3	EEG	microV/24
P4	EEG	microV/24
