onset	duration	#item	bepoch	ecode	label	diff	dura	b_flags	a_flags	enable	bin	trial_type
55.3047087457776	1	1	0	1	Trial1	0	1000	0	0	1	[      1]	dummy-probes
74.0380362939191	1	2	0	2	Trial2	0	1000	0	0	1	[      1]	dummy-probes
166.048889614365	1	3	0	3	Trial3	0	1000	0	0	1	[      1]	dummy-probes
178.312606284865	1	4	0	4	Trial4	0	1000	0	0	1	[      1]	dummy-probes
183.84806952973	1	5	0	5	Trial5	0	1000	0	0	1	[      1]	dummy-probes
226.968198947856	1	6	0	6	Trial6	0	1000	0	0	1	[      1]	dummy-probes
282.360072344468	1	7	0	7	Trial7	0	1000	0	0	1	[      1]	dummy-probes
337.737645008783	1	8	0	8	Trial8	0	1000	0	0	1	[      1]	dummy-probes
349.281835619027	1	9	0	9	Trial9	0	1000	0	0	1	[      1]	dummy-probes
398.540163555598	1	10	0	10	Trial10	0	1000	0	0	1	[      1]	dummy-probes
422.805813217703	1	11	0	11	Trial11	0	1000	0	0	1	[      1]	dummy-probes
447.678138718943	1	12	0	12	Trial12	0	1000	0	0	1	[      1]	dummy-probes
466.278681054916	1	13	0	13	Trial13	0	1000	0	0	1	[      1]	dummy-probes
503.167867503064	1	14	0	14	Trial14	0	1000	0	0	1	[      1]	dummy-probes
525.752255452786	1	15	0	15	Trial15	0	1000	0	0	1	[      1]	dummy-probes
550.737265173629	1	16	0	16	Trial16	0	1000	0	0	1	[      1]	dummy-probes
556.385261684196	1	17	0	17	Trial17	0	1000	0	0	1	[      1]	dummy-probes
611.758722526713	1	18	0	18	Trial18	0	1000	0	0	1	[      1]	dummy-probes
624.261162518333	1	19	0	19	Trial19	0	1000	0	0	1	[      1]	dummy-probes
642.869957876588	1	20	0	20	Trial20	0	1000	0	0	1	[      1]	dummy-probes
660.900897409063	1	21	0	21	Trial21	0	1000	0	0	1	[      1]	dummy-probes
667.388436928458	1	22	0	22	Trial22	0	1000	0	0	1	[      1]	dummy-probes
697.789089281204	1	23	0	23	Trial23	0	1000	0	0	1	[      1]	dummy-probes
