onset	duration	#item	bepoch	ecode	label	diff	dura	b_flags	a_flags	enable	bin	trial_type
58.3493705980411	1	1	0	1	Trial1	0	1000	0	0	1	[      1]	dummy-probes
64.4836140876407	1	2	0	2	Trial2	0	1000	0	0	1	[      1]	dummy-probes
76.6103648897727	1	3	0	3	Trial3	0	1000	0	0	1	[      1]	dummy-probes
94.9926598714609	1	4	0	4	Trial4	0	1000	0	0	1	[      1]	dummy-probes
113.725430836166	1	5	0	5	Trial5	0	1000	0	0	1	[      1]	dummy-probes
131.755744170194	1	6	0	6	Trial6	0	1000	0	0	1	[      1]	dummy-probes
138.33931595949	1	7	0	7	Trial7	0	1000	0	0	1	[      1]	dummy-probes
187.591379346959	1	8	0	8	Trial8	0	1000	0	0	1	[      1]	dummy-probes
193.605110919055	1	9	0	9	Trial9	0	1000	0	0	1	[      1]	dummy-probes
217.866036727619	1	10	0	10	Trial10	0	1000	0	0	1	[      1]	dummy-probes
285.499819577063	1	11	0	11	Trial11	0	1000	0	0	1	[      1]	dummy-probes
340.16029985744	1	12	0	12	Trial12	0	1000	0	0	1	[      1]	dummy-probes
395.651559082538	1	13	0	13	Trial13	0	1000	0	0	1	[      1]	dummy-probes
401.539862700278	1	14	0	14	Trial14	0	1000	0	0	1	[      1]	dummy-probes
444.186303296461	1	15	0	15	Trial15	0	1000	0	0	1	[      1]	dummy-probes
511.81155078259	1	16	0	16	Trial16	0	1000	0	0	1	[      1]	dummy-probes
518.178565966446	1	17	0	17	Trial17	0	1000	0	0	1	[      1]	dummy-probes
552.001840406277	1	18	0	18	Trial18	0	1000	0	0	1	[      1]	dummy-probes
576.985800227498	1	19	0	19	Trial19	0	1000	0	0	1	[      1]	dummy-probes
607.263166849298	1	20	0	20	Trial20	0	1000	0	0	1	[      1]	dummy-probes
619.510361031938	1	21	0	21	Trial21	0	1000	0	0	1	[      1]	dummy-probes
625.413816340451	1	22	0	22	Trial22	0	1000	0	0	1	[      1]	dummy-probes
668.645963109944	1	23	0	23	Trial23	0	1000	0	0	1	[      1]	dummy-probes
675.110362915807	1	24	0	24	Trial24	0	1000	0	0	1	[      1]	dummy-probes
681.24652329202	1	25	0	25	Trial25	0	1000	0	0	1	[      1]	dummy-probes
748.173473605746	1	26	0	26	Trial26	0	1000	0	0	1	[      1]	dummy-probes
767.005467273469	1	27	0	27	Trial27	0	1000	0	0	1	[      1]	dummy-probes
809.668510538756	1	28	0	28	Trial28	0	1000	0	0	1	[      1]	dummy-probes
828.035974544599	1	29	0	29	Trial29	0	1000	0	0	1	[      1]	dummy-probes
834.397006233876	1	30	0	30	Trial30	0	1000	0	0	1	[      1]	dummy-probes
876.931879826206	1	31	0	31	Trial31	0	1000	0	0	1	[      1]	dummy-probes
901.091043719674	1	32	0	32	Trial32	0	1000	0	0	1	[      1]	dummy-probes
907.674770732129	1	33	0	33	Trial33	0	1000	0	0	1	[      1]	dummy-probes
944.210698594089	1	34	0	34	Trial34	0	1000	0	0	1	[      1]	dummy-probes
987.202861523742	1	35	0	35	Trial35	0	1000	0	0	1	[      1]	dummy-probes
999.219139287085	1	36	0	36	Trial36	0	1000	0	0	1	[      1]	dummy-probes
39.74679655	1	1	0	1	Trial1	0	1000	0	0	1	[      1]	dummy-surprises
46.09770243	1	2	0	2	Trial2	0	1000	0	0	1	[      1]	dummy-surprises
51.76151802	1	3	0	3	Trial3	0	1000	0	0	1	[      1]	dummy-surprises
57.88059979	1	4	0	4	Trial4	0	1000	0	0	1	[      1]	dummy-surprises
64.00775555	1	5	0	5	Trial5	0	1000	0	0	1	[      1]	dummy-surprises
70.6153332	1	6	0	6	Trial6	0	1000	0	0	1	[      1]	dummy-surprises
76.14158739	1	7	0	7	Trial7	0	1000	0	0	1	[      1]	dummy-surprises
82.62986315	1	8	0	8	Trial8	0	1000	0	0	1	[      1]	dummy-surprises
89.09226463	1	9	0	9	Trial9	0	1000	0	0	1	[      1]	dummy-surprises
94.52379521	1	10	0	10	Trial10	0	1000	0	0	1	[      1]	dummy-surprises
100.8908345	1	11	0	11	Trial11	0	1000	0	0	1	[      1]	dummy-surprises
113.2575386	1	12	0	12	Trial12	0	1000	0	0	1	[      1]	dummy-surprises
119.0244997	1	13	0	13	Trial13	0	1000	0	0	1	[      1]	dummy-surprises
131.2869129	1	14	0	14	Trial14	0	1000	0	0	1	[      1]	dummy-surprises
137.8705936	1	15	0	15	Trial15	0	1000	0	0	1	[      1]	dummy-surprises
143.7728819	1	16	0	16	Trial16	0	1000	0	0	1	[      1]	dummy-surprises
149.6544968	1	17	0	17	Trial17	0	1000	0	0	1	[      1]	dummy-surprises
156.4918621	1	18	0	18	Trial18	0	1000	0	0	1	[      1]	dummy-surprises
168.7381817	1	19	0	19	Trial19	0	1000	0	0	1	[      1]	dummy-surprises
174.8744415	1	20	0	20	Trial20	0	1000	0	0	1	[      1]	dummy-surprises
180.4176678	1	21	0	21	Trial21	0	1000	0	0	1	[      1]	dummy-surprises
187.1215119	1	22	0	22	Trial22	0	1000	0	0	1	[      1]	dummy-surprises
193.1365932	1	23	0	23	Trial23	0	1000	0	0	1	[      1]	dummy-surprises
204.7998338	1	24	0	24	Trial24	0	1000	0	0	1	[      1]	dummy-surprises
211.6394305	1	25	0	25	Trial25	0	1000	0	0	1	[      1]	dummy-surprises
217.3985242	1	26	0	26	Trial26	0	1000	0	0	1	[      1]	dummy-surprises
223.6538587	1	27	0	27	Trial27	0	1000	0	0	1	[      1]	dummy-surprises
229.3014169	1	28	0	28	Trial28	0	1000	0	0	1	[      1]	dummy-surprises
235.547913	1	29	0	29	Trial29	0	1000	0	0	1	[      1]	dummy-surprises
241.6843292	1	30	0	30	Trial30	0	1000	0	0	1	[      1]	dummy-surprises
247.9158111	1	31	0	31	Trial31	0	1000	0	0	1	[      1]	dummy-surprises
254.2837703	1	32	0	32	Trial32	0	1000	0	0	1	[      1]	dummy-surprises
260.2824438	1	33	0	33	Trial33	0	1000	0	0	1	[      1]	dummy-surprises
266.7617135	1	34	0	34	Trial34	0	1000	0	0	1	[      1]	dummy-surprises
272.1926592	1	35	0	35	Trial35	0	1000	0	0	1	[      1]	dummy-surprises
285.0311369	1	36	0	36	Trial36	0	1000	0	0	1	[      1]	dummy-surprises
290.9113185	1	37	0	37	Trial37	0	1000	0	0	1	[      1]	dummy-surprises
297.3975905	1	38	0	38	Trial38	0	1000	0	0	1	[      1]	dummy-surprises
303.0612924	1	39	0	39	Trial39	0	1000	0	0	1	[      1]	dummy-surprises
309.4142668	1	40	0	40	Trial40	0	1000	0	0	1	[      1]	dummy-surprises
315.7811227	1	41	0	41	Trial41	0	1000	0	0	1	[      1]	dummy-surprises
321.7727927	1	42	0	42	Trial42	0	1000	0	0	1	[      1]	dummy-surprises
327.4443349	1	43	0	43	Trial43	0	1000	0	0	1	[      1]	dummy-surprises
339.6915813	1	44	0	44	Trial44	0	1000	0	0	1	[      1]	dummy-surprises
346.2910566	1	45	0	45	Trial45	0	1000	0	0	1	[      1]	dummy-surprises
352.4103012	1	46	0	46	Trial46	0	1000	0	0	1	[      1]	dummy-surprises
358.1851503	1	47	0	47	Trial47	0	1000	0	0	1	[      1]	dummy-surprises
