onset	duration	#item	bepoch	ecode	label	diff	dura	b_flags	a_flags	enable	bin	trial_type
81.2142753016058	1	1	0	1	Trial1	0	1000	0	0	1	[      1]	dummy-probes
99.9973528996786	1	2	0	2	Trial2	0	1000	0	0	1	[      1]	dummy-probes
130.728709539708	1	3	0	3	Trial3	0	1000	0	0	1	[      1]	dummy-probes
161.342422501547	1	4	0	4	Trial4	0	1000	0	0	1	[      1]	dummy-probes
192.155689547363	1	5	0	5	Trial5	0	1000	0	0	1	[      1]	dummy-probes
210.491156315088	1	6	0	6	Trial6	0	1000	0	0	1	[      1]	dummy-probes
222.418178598281	1	7	0	7	Trial7	0	1000	0	0	1	[      1]	dummy-probes
228.32202771505	1	8	0	8	Trial8	0	1000	0	0	1	[      1]	dummy-probes
314.582085671406	1	9	0	9	Trial9	0	1000	0	0	1	[      1]	dummy-probes
326.629377884995	1	10	0	10	Trial10	0	1000	0	0	1	[      1]	dummy-probes
338.941368374513	1	11	0	11	Trial11	0	1000	0	0	1	[      1]	dummy-probes
345.070307250076	1	12	0	12	Trial12	0	1000	0	0	1	[      1]	dummy-probes
351.558270208644	1	13	0	13	Trial13	0	1000	0	0	1	[      1]	dummy-probes
381.822373228289	1	14	0	14	Trial14	0	1000	0	0	1	[      1]	dummy-probes
418.348216062831	1	15	0	15	Trial15	0	1000	0	0	1	[      1]	dummy-probes
492.181562766281	1	16	0	16	Trial16	0	1000	0	0	1	[      1]	dummy-probes
510.157962217564	1	17	0	17	Trial17	0	1000	0	0	1	[      1]	dummy-probes
667.33884028211	1	18	0	18	Trial18	0	1000	0	0	1	[      1]	dummy-probes
680.204170526863	1	19	0	19	Trial19	0	1000	0	0	1	[      1]	dummy-probes
692.356597623573	1	20	0	20	Trial20	0	1000	0	0	1	[      1]	dummy-probes
704.54738281174	1	21	0	21	Trial21	0	1000	0	0	1	[      1]	dummy-probes
735.140406304401	1	22	0	22	Trial22	0	1000	0	0	1	[      1]	dummy-probes
747.092527628576	1	23	0	23	Trial23	0	1000	0	0	1	[      1]	dummy-probes
784.400107932292	1	24	0	24	Trial24	0	1000	0	0	1	[      1]	dummy-probes
796.593297950583	1	25	0	25	Trial25	0	1000	0	0	1	[      1]	dummy-probes
808.642625479775	1	26	0	26	Trial26	0	1000	0	0	1	[      1]	dummy-probes
869.494829829352	1	27	0	27	Trial27	0	1000	0	0	1	[      1]	dummy-probes
875.895981000116	1	28	0	28	Trial28	0	1000	0	0	1	[      1]	dummy-probes
900.801805060069	1	29	0	29	Trial29	0	1000	0	0	1	[      1]	dummy-probes
912.964102995563	1	30	0	30	Trial30	0	1000	0	0	1	[      1]	dummy-probes
